title,genre,classification,duration,synopsis,url
Sed de Venganza,Action & Adventure,PG-13,1hr 30 min,"Un agente que trabajaba de encubierto en la mafia es descubierto y asesinado sin piedad, pero los mafiosos no contaban con las hijas del agente, dos jóvenes que a juzgar por su belleza nadie se imaginaria que están entrenadas para matar.",https://pluto.tv/on-demand/movies/6230c8ecd0f36a0013dcac1b/details
"Jesús, el niño Dios",Drama,TV-G,1hr 25 min,"La tierna historia de la infancia de Jesucristo, desde la Anunciación, la Natividad, la Visita de los Tres Reyes Magos, la Matanza de los Inocentes ordenada por el Rey Herodes y la Huida de la Sagrada Familia a Egipto.",https://pluto.tv/on-demand/movies/5e5d702bec9dd6001a992fa1/details
Gente Común,Crime,R,1hr 24 min,"Este thriller de cine negro aborda temas de un México que no se ha quedado atrás en el mundo del hampa, donde los personajes se desgarran por el dominio de un círculo corrupto y sanguinario en el que el poder no es una parte, sino que lo es todo.",https://pluto.tv/on-demand/movies/65d4e74803fa740013a73195/details
Los Viejones de Guanajuato,Action & Adventure,PG-13,1hr 31 min,"Los Ramírez son una familia de bien y respeto solo quieren defender sus tierras y las tierras de los demás en Rancho Seco, pero los García se quieren quedar con todas las tierras de los ejidatarios de Salamanca.",https://pluto.tv/on-demand/movies/62713c8f73a0a10014514004/details
Er relajo der loro,Comedy,N/A,1hr 29 min,50 años de historia venezolana vistos a través de los ojos de un loro. Su vida quedó marcada cuando se vendió a los traficantes de animales cuando era solo una paloma.,https://pluto.tv/on-demand/movies/60883723dffcc4001a9a62e9/details
Rayando El Sol,Drama,TV-PG,1hr 32 min,"Pedro y Carlos son un par de amigos que llevan de amistad desde que eran unos niños, dicha amistad se ve quebrantada cuando Lupe de quien está enamorada no se decide por ninguno de los dos, comenzando una rivalidad entre ellos.",https://pluto.tv/on-demand/movies/6661d769c62bc8001336f8e8/details
La vida de Chucho el Roto,Drama,PG-13,1hr 38 min,La vida del legendario Chucho el Roto que robaba a los ricos para dar a los pobres.,https://pluto.tv/on-demand/movies/649b5d22c5ae350013848663/details
El 24,Crime,PG-13,1hr 39 min,"Chema es un matón a sueldo muy famoso por los hombres que ha matado, tanto que ha sido apodado El tumbador, su ultimo encargo es un hombre llamado Manuel quien se metió con la amante de un importante capo.",https://pluto.tv/on-demand/movies/621697df15c86100136c3b69/details
Juan in a million,Thriller,TV-G,1hr 30 min,Juan Pablo García se despierta el 17 de Diciembre y va a su Universidad a entregar la postulación para irse un año de intercambio a Harvard. Vuelve a su casa para tomar una siesta y empezar sus vacaciones de verano.,https://pluto.tv/on-demand/movies/5fb289c0e9dede001ab90334/details
Guatemala 1982,Drama,PG-13,1hr 50 min,"Adrián Morales se dirige al pueblo de Jutiapa, luego de que su padre se lo ordenara. Tenía la tarea de recoger las tarjetas de identificación necesarias para portar armas.",https://pluto.tv/on-demand/movies/65d4ea13925569001391fdf9/details
Infiltrado,Crime,PG-13,1hr 45 min,"Un agente que realizaba una investigación infiltrado en la mafia, es descubierto y ahora su vida corre peligro ya que su cabeza tiene precio así como la de la mujer que ama.",https://pluto.tv/on-demand/movies/620bd4c6e17acd001398a251/details
Los bandidos,Action & Adventure,PG,1hr 25 min,"Tres bandidos mexicanos huyen de los franceses internándose en Estados Unidos dónde salvan de la horca a tres bandoleros estadounidenses, junto a los que deciden robarles un tesoro a los franceses.",https://pluto.tv/on-demand/movies/649b5d6183f7090013b32225/details
La flecha envenenada,Drama,PG,1hr 15 min,"Una joven huérfana es atacada por apaches y debe pagar las deudas de su padre, ya que puede ser despojada de sus tierras.",https://pluto.tv/on-demand/movies/649b610e3e9a7b0013904821/details
Los Pistoleros,Action & Adventure,PG-13,1hr 43 min,En la busca de dinero mujeres y fama un grupo de amigos ingresan al mundo de la mafia como pistoleros a sueldo.,https://pluto.tv/on-demand/movies/621697bc15c86100136c33bb/details
El Bazucazo 2,Action & Adventure,PG-13,1hr 35 min,"Después de haber sido dado por muerto, Edgar es rescatado por una bella mujer que trabaja en la mafia, cuando Edgar se recupera de sus heridas se integra al nuevo equipo ya que se necesita un hombre que sea experto en el manejo de las armas.",https://pluto.tv/on-demand/movies/621697dc15c86100136c3a93/details
Santo contra los cazadores de cabezas,Action & Adventure,PG,1hr 18 min,"El valiente e infatigable luchador se encuentra en el Amazonas, enfrentado a los Jíbaros para salvar a una heroína.",https://pluto.tv/on-demand/movies/649b5f7efafd830013279f43/details
La Venganza del Muerto,Action & Adventure,TV-PG,1hr 31 min,"Ricardo en un hombre ambicioso y violent0, su estilo de vida lo ha llevado a arrasar con todo aquello y aquellos que se interpongan a sus deseos. Ramiro vendrá a hacer justicia, luego de la imperdonable huella que dejó Ricardo a su paso",https://pluto.tv/on-demand/movies/65d4f119038f370013b210ae/details
Lotoman 003,Comedy,N/A,1hr 39 min,Miguel y Modesto Marchena están de vuelta en la pobreza. Un enfrentamiento con un par de ciclistas ladrones los convierte en héroes locales y los pone en contacto con una agencia secreta que los recluta para una tarea.,https://pluto.tv/on-demand/movies/5e5051c1ad104ec5f8cd603a/details
Los Adioses,Drama,PG-13,1hr 26 min,"A principios de los años 50 en la Ciudad de México, Rosario va en contra de una sociedad regida por hombres: es una intelectual universitaria precoz, pronto una de las escritoras capitales de la literatura mexicana.",https://pluto.tv/on-demand/movies/6107ef9394cf330013d2b664/details
La Muerte de Un Federal,Crime,PG-13,1hr 43 min,"Una banda de narcos quiere sobornar a unos federales en especial a uno, Rodolfo Campos para así obtener camino libre para transportar sus drogas en diferentes territorios",https://pluto.tv/on-demand/movies/625db2674a1dfc0013fe7f4b/details
Sabrás que hacer conmigo,Drama,R,1hr 27 min,"Nicolás es un fotógrafo que padece epilepsia desde su infancia, lo cual le implica varios sacrificios. Mientras que Isabel, de puertas para afuera, es una mujer con la vida resuelta... pero no es verdad.",https://pluto.tv/on-demand/movies/611d1676964d200014185c6f/details
Maldita Sucia,Action & Adventure,R,1hr 32 min,"Julio es un hombre humilde que vive enamorado de la mujer mas Hermosa del pueblo, pero ella es una mujer fría y ambiciosa, quien solo busca a los hombres por interés y se entrega al mejor postor.",https://pluto.tv/on-demand/movies/6290cece8b143a001ab64973/details
Lujo Prohibido,Crime,PG-13,1hr 33 min,"Un hombre muy rico dueño de una joyería es secuestrado cuando interceptan su limosina en la que viajaba el, su esposa y sus dos hijos los cuales son secuestrados por el crimen organizado.",https://pluto.tv/on-demand/movies/62713c7073a0a10014513dc6/details
Una bala es mi testigo,Action & Adventure,PG,1hr 28 min,Un extraño llega a un pueblo para vengar la muerte de sus padrinos.,https://pluto.tv/on-demand/movies/649b638293485d0013e9ddf3/details
2/11 Dia de Los Muertos,Horror,TV-PG,1hr 32 min,"En un bosque, emerge, desnudo y bañado en sangre, Elías, sin un solo recuerdo de lo que le ha ocurrido a él y a sus tres amigos desaparecidos. Su hermano, un agente de policía local, es el único que puede ayudarlo a resolver el enigma y exculparlo.",https://pluto.tv/on-demand/movies/60b14bbac517ca001b7c4ab8/details
Las 500 Libras,Crime,PG-13,1hr 44 min,"Un importante criminal decide apoderarse de la plaza de un famoso narcotraficante, asesina a su hijo y provoca una guerra sangrienta entre sicarios.",https://pluto.tv/on-demand/movies/629799f02fbef4001381d256/details
El Super Mandilon,Comedy,TV-MA,1hr 23 min,"El Supermandilon es un retrato hablado de todos los machos del mundo, que en su casa lava, plancha, barre y hace la comida antes de irse a trabajar, además tiene que soportar a la suegra que de todo le echa la culpa.",https://pluto.tv/on-demand/movies/60d49aa289632c0013eada08/details
Un Dia de Campamento,Thriller,G,1hr 28 min,"Una gran película para toda la familia que se sucede en la escuela de un pueblo mágico, con grandes aventuras y conocimiento de sus tradiciones entre juegos y aventuras sin fin.",https://pluto.tv/on-demand/movies/62713de855812e0013ea003b/details
Los diablos del terror,Horror,PG,1hr 17 min,Un policía federal llega a un pueblo desolado por una secta de encapuchados que deja una cara de satanás en sus víctimas.,https://pluto.tv/on-demand/movies/649b62cafafd83001327af52/details
El Camino Correcto,Drama,N/A,1hr,"Arturo, un joven de la ciudad de El Verde Bonao en la República Dominicana rural, aprovecha las posibilidades que se le presentan al ir a la ciudad con la esperanza de ayudar a su madre, que acaba de ser diagnosticada con leucemia.",https://pluto.tv/on-demand/movies/5e505104f69ceec555d16fe3/details
Secuestro Maldito,Crime,PG-13,1hr 51 min,"Fernando un hombre de origen humilde se enamoró de Camila, la hija de Don Raymundo, el narcotraficante más temido del pueblo, quien contrata a un sicario para que acabe con su vida pero tendrá que pagar por ello.",https://pluto.tv/on-demand/movies/621697cf15c86100136c379e/details
Detrás del Poder,Thriller,TV-14,1hr 27 min,"¿Qué harías si un día abres la puerta de tu casa y un hombre al que nunca has visto te golpea, te amarra a una silla, saca una botella de tequila y te empieza contar su vida?",https://pluto.tv/on-demand/movies/61b7762ad0b6ab00139d3f74/details
La Historia de Pedro y Pablo,Crime,PG-13,2hr 7 min,"Al quedar huérfanos Pedro y Pablo tendrán que separarse para que uno estudie para así tener una mejor vida, pedro nunca imagino que en su sacrificio perdería también a la mujer de su vida.",https://pluto.tv/on-demand/movies/62713def55812e0013ea00b2/details
Los Hijos de la Maldad,Crime,PG-13,1hr 20 min,"En un condado dominado donde un tipo controla negocios y voluntades, hasta ahí, llega un hombre que huye de su pasado violento, violencia que no quiere dejarlo, Falco, se convierte en la única esperanza para dar justicia.",https://pluto.tv/on-demand/movies/65d4ecdb03625d00135b167d/details
Si Volvieras A Mi,Drama,TV-PG,1hr 38 min,"Pedro cuenca, medico de profesión, se muda con su amigo y colega el doctor montes roca para llevar a cabo su ano de residencia como médico rural. Allí conoce a la hija de su anfitrión, la bella Alejandra.",https://pluto.tv/on-demand/movies/6661d609c3f49b00133f0a94/details
La cigüeña distraída,Comedy,PG,1hr 32 min,Un empresario rico y un ranchero humilde confunden a sus gemelos recién nacidos al ir por ellos al hospital y se genera una gran confusión.,https://pluto.tv/on-demand/movies/649b58b812e6ce001367dcb6/details
Los fantasmas del D.A.S.,Thriller,R,1hr 6 min,"Dos funcionarios del DAS, empiezan a vivir una serie de acontecimientos paranormales. El fantasma de una misteriosa mujer se manifiesta para pedir ayuda. Ellos tendrán qué descubrir la historia que se oculta detrás de esta mujer.",https://pluto.tv/on-demand/movies/5fad925a2cdc95001a8e1762/details
Las Dos Caras de Un Pillo,Comedy,TV-MA,1hr 22 min,"Dos gemelos recién nacidos, son abandonados por su madre; a uno lo deja a las puertas de un convento y al otro en la puerta de una casa de ""mala nota"", los dos hermanos crecieron lejos uno del otro.",https://pluto.tv/on-demand/movies/60d49ab589632c0013eadb50/details
Los alegres aguilares,Comedy,N/A,1hr 36 min,"El aventurero Manuel se encuentra con Carlos, quien es casi idéntico a él. Uno es de familia rica y el otro no. Entonces Manuel le ofrece dinero a Carlos para que se haga pasar por él con una señorita con la cual no se quiere casar.",https://pluto.tv/on-demand/movies/61ba100dc1b5e800134d755c/details
El Proyeccionista,Drama,TV-MA,1hr 36 min,Eliseo vive encaprichado con una mujer que solo está presente a través de un rollo de película. Una noche los rollos se dañan y Eliseo queda completamente desprovisto de cualquier conexión con su amada.,https://pluto.tv/on-demand/movies/603e61fb049634001a5f30b6/details
Diallelos,Thriller,N/A,1hr 42 min,"Dos estafadores locales se dispusieron a jugar con una ingenua empresaria japonesa para robar una gran suma de dinero, pero no todo sale según lo planeado cuando uno de ellos se enamora.",https://pluto.tv/on-demand/movies/5ffcd9fb3cabde0013a1e68c/details
Los Santos Reyes,Comedy,TV-PG,1hr 33 min,"Los reyes, son tres hermanos que son encarcelados por el delito de robo, ellos planean su fuga. Ya libres, el trio va en busca de un botín que habían dejado oculto en el pueblo de matas verdes, donde se hacen pasar por médico, profesor y abogado.",https://pluto.tv/on-demand/movies/6679720cf868140013c84eaa/details
Deportados,Action & Adventure,PG-13,1hr 51 min,Los que no son deportados y si logran cruzar la frontera sufren bajezas y humillaciones las mujeres engañadas y obligadas a trabajar en la prostitución y los hombres discriminados por americanos y hasta por su propia raza latina.,https://pluto.tv/on-demand/movies/62714936e26cc40014ab7fb4/details
Familia gang,Comedy,TV-14,1hr 25 min,"Un alto funcionario del sistema judicial del país decide fingir la captura del Coyote, el narcotraficante mas peligroso de México.Para hacerlo, hace un pacto con la familia del quienes requieren con urgencia un doble del Coyote para el falso operativo.",https://pluto.tv/on-demand/movies/60f096be0bb675001323d4b9/details
Error Fatal,Action & Adventure,PG-13,1hr 25 min,"Un grupo de jóvenes de una banda se dedican a robar y a secuestrar, en un momento uno de ellos decide cambiar su vida para bien, mientras los otros siguen haciendo crimines y otros son arrestados.",https://pluto.tv/on-demand/movies/6271492be26cc40014ab7f3d/details
Cada Oveja Con Su Pareja,Comedy,TV-PG,1hr 27 min,"Leonor y Rosa son dos hermanas que se han dedicado a tratar de ganar los corazones de dos jóvenes charros Ángel y Pepe; es por ello que solicitan el apoyo del padrino de estos, don Manuel.",https://pluto.tv/on-demand/movies/6661d07cc0b6d50014e6487a/details
The Days to Come,Drama,R,1hr 41 min,"Vir y Lluís hace solo un año que salen juntos cuando descubren que están embarazados. Seguiremos la aventura de esta pareja, el giro enorme que dará su vida, intentando aprender a ser tres cuando ni siquiera habían tenido tiempo de aprender a ser dos.",https://pluto.tv/on-demand/movies/63dabdb9662ef9001400df84/details
